id,text,label
2095, Большое спасибо,positive
2096," Нажмите, пожалуйста, на кнопку открыть спор, заполните все необходимые поля и пришлите мне скриншот до того, как Вы нажмете кнопку Отправить",positive
2097," Уважаемый клиент, информируем Вас о том, что система автоматически закрывает чат, если не следует ответа в течение 4-х минут",positive
2098, Спасибо за уточнение,positive
2099, Спасибо за предоставленную информацию,positive
2100, Я передам Ваш вопрос в наш внутренний отдел для разрешения данной ситуации,positive
2101," Скажите, пожалуйста, у Вас еще остались вопросы по работе? Вы можете получить ответ на Вашу электронную почту",positive
2102," Также Вы можете попробовать через несколько дней повторно открыть спор или обратиться к нам в чат, чтобы узнать о Вашей заявке",positive
2103, Рада была Вам помочь,positive
2104," Если у Вас возникнут какие-либо сложности в будущем, рекомендую незамедлительно обращаться к нам, мы обязательно Вам поможем",positive
2105," Не переживайте, пожалуйста, мы Вам обязательно поможем",positive
2106," Могу я Вам еще чем-нибудь помочь? Да, я нахожусь в России",positive
2107, Большое спасибо за обращение к нам,positive
2108, Я была рада Вам помочь,positive
2109," Если я ответила на все Ваши вопросы, нажмите, пожалуйста, на кнопку ""Завершить сессию"", чтобы оценить мою работу",positive
2110, Удачного Вам дня и хорошего настроения! Всего Вам доброго!    ,positive
2111,"Я заказал товар, но продавец отправил его не тому адрессату",positive
2112," Товар уже доставлен другому адрессату, я не могу открыть спор",positive
2113," я не могу открыть спор там система отвечает, что я получил товар, проверить трек, но я не могу написать, что получил его  Как только я нажимаю на нет не получил заказ выходит автоматически окно Мне как узнать о разрешении этой проблемы Спасибо Спасибо я не знал росто об этом чате, а продавец специально тянул время и ничего не предпринимал Единственный вопрос, а вы из России Спасибо большое, приятно было пообщаться Буду рад еще раз встретимся",positive
2114,Я не получил заказ,positive
2115," Что делать Здравствуйте, меня зовут имя, чем могу Вам помочь? Скажите, пожалуйста, по какому вопросу Вы хотите связаться? \ Мы обязательно решим данный вопрос",positive
2116," Чтобы я мог Вам помочь, уточните, пожалуйста, номер Вашего заказа",positive
2117, Я сейчас все уточню и вернусь к Вам,positive
2118," Спасибо, что подождали",positive
2119," В данной ситуации, я рекомендую Вам открыть спор с продавцом с причиной ""товар по прежнему в пути""",positive
2120," Открыв спор, Вы защитите Ваши денежные средства и интересы",positive
2121," Для того, чтобы написать продавцу, пройдите, пожалуйста: Мой -&gt; Мои заказы -&gt; Найдите нужный Вам заказ -&gt; Оставить комментарий для продавца",positive
2122, Здесь находится Ваша переписка с продавцом по данному заказу,positive
2123," Скажите, пожалуйста, Вы получили ответ на интересующий Вас вопрос? Уважаемый клиент, информируем Вас о том, что система автоматически закрывает чат, если не следует ответа в течение 4-х минут",positive
2124,как связаться с продавцом???????????? мне не пришел заказ ,positive
2125,№: 000000|Около недели назад,positive
2126," Он сказал что-то вроде ""Ваш товар в пути",positive
2127," Пожалуйста ожидайте""|да Здравствуйте, меня зовут имя, чем я могу Вам помочь? В настоящее время на принимаются следующие способы оплаты:",positive
2128," Paypal, рассрочка и COD (наложенным платежом) не принимаются",positive
2129, У меня нет возможности переключить Вас на другого специалиста,positive
2130, С чем у Вас возникли трудности? Я готов Вам помочь,positive
2131," Мне очень жаль, что произошла такая ситуация",positive
2132, После окончания срока гарантийной доставки Вы можете открыть спор по причине товар не получен и потребовать полный возврат средств,positive
2133, Вам еще чем нибудь помочь? Большое спасибо за обращение к нам,positive
2134, Я был рад Вам помочь,positive
2135," Если я ответил на все Ваши вопросы, нажмите, пожалуйста, на кнопку ""+"" в нижнем правом углу чата и выберите ""Exit"", чтобы оценить мою работу",positive
2136, Удачного Вам дня и хорошего настроения!   ,positive
2137, Могу ли я оплатить в рассрочку? переключите меня пожалуйста на имя ((( очень кратко излагаю,positive
2138, Мне не пришел товар,positive
2139, он в пути,positive
2140, с продавцем связывался,positive
2141, он сказал ожидайте,positive
2142, до закрытия заказа осталось 1 день 2 часа,positive
2143," Могу ли я после истечения времени ""закрытия заказа"" воспользоваться опцией ""возврат средства в полном объеме, если товар не пришел в течение 60 дней""? ок",positive
2144, благодарю,positive
2145, нет,positive
2146, спасибо,positive
2147,Я не подтверждала получения заказа,positive
2148, Я просто по просьбе продавца (вроде как беспокоился о репутации магазина) закрыла спор,positive
2149, А теперь не могу его открыть,positive
2150,|Я не получил заказ,positive
2151," Что делать |Я не получил з Здравствуйте, меня зовут имя, чем могу Вам помочь? Подождите, пожалуйста, я проверю информацию для Вас",positive
2152," Спасибо, что вовремя обратились к нам с этим вопросом",positive
2153, Я направлю информацию во внутренний отдел на рассмотрение заявки на компенсацию,positive
2154, Вам ничего делать ненужно,positive
2155, Вам еще что-то подсказать? Большое спасибо за обращение к нам,positive
2156, Я был рад Вам помочь,positive
2157," Если я ответил на все Ваши вопросы, нажмите, пожалуйста, на кнопку ""Завершить сессию"", чтобы оценить мою работу",positive
2158, Удачного Вам дня и хорошего настроения!   ,positive
2159, Здравствуйте,positive
2160, Мой заказ  000000 так и не пришёл,positive
2161, Продавец попросил закрыть спор,positive
2162, Я пошла навтсречу,positive
2163, А когда уговоренные 10 дней прошли - спор уже было поздно заново открывать,positive
2164, Кто нибудь заставит продавца вернуть деньги?? Здравствуйте,positive
2165, Мой заказ  000000 так и не пришёл,positive
2166, Продавец попросил закрыть спор,positive
2167, Я пошла навтсречу,positive
2168, А когда уговоренные 10 дней прошли - спор уже было поздно заново открывать,positive
2169," Кто нибудь заставит продавца вернуть деньги?? Мне ущё куда нибудь нужно писать или просто ждать результата?? Мне ущё куда нибудь нужно писать или просто ждать результата?? спасибо огромное спасибо огромное нет, спасибо",positive
2170,"Как отменить заказ Здравствуйте, меня зовут имя, чем я могу Вам помочь? Чтобы я мог Вам помочь, уточните, пожалуйста, номер Вашего заказа",positive
2171, Спасибо большое за Ваши предоставленные данные,positive
2172," Минуту, пожалуйста, уточняю для Вас информацию",positive
2173," Для того чтобы отменить оплаченный заказ, необходимо согласие продавца, так как сделка уже заключена, а продавец готовит товар к отправке",positive
2174," Если Вы выберете ""Мне не нужен этот заказ"" или ""Другие причины"", то заказ отменяется по просьбе покупателя и продавец не наказывается",positive
2175, Все остальные причины повлекут за собой штрафы для продавца,positive
2176, Поэтому продавец может попросить Вас изменить причину отмены заказа,positive
2177," Я сейчас направлю продавцу официальное уведомление, чтобы он связался с Вами и помог в решении данного вопроса",positive
2178," Скажите, пожалуйста, у Вас еще остались вопросы по работе? Сейчас нужно подтверждение отмены от продавца",positive
2179," Я сейчас направлю продавцу официальное уведомление, чтобы он связался с Вами и помог в решении данного вопроса, и возврате денежных средств",positive
2180, Данное уведомление продавцу я уже направил,positive
2181, После нашего чата свяжитесь с продавцом,positive
2182, Я приложу все свои усилия для скорейшего решения Вашего вопроса,positive
2183, Спасибо за уточнение,positive
2184," Напишите, пожалуйста, продавцу, что Вы подали заявку на компенсацию и ждете его подтверждения",positive
2185," Минуту, пожалуйста, уточняю для Вас информацию",positive
2186," В данном случае, возврат денежных средств по данному способу оплаты составляет 3-5 дней",positive
2187," Для того , чтобы Вам был назначен возврат средств , Вам нужно чтобы продавец подтвердил данную отмену",positive
2188," Для того , чтобы Вам был назначен возврат средств , Вам нужно чтобы продавец подтвердил данную отмену",positive
2189, Вам еще возврат не назначен,positive
2190," Сейчас заказ находиться в статусе ""Ожидается подтверждение отмены заказа от продавца""",positive
2191," Я направил уведомление продавцу, как  Вы и просили",positive
2192," Напишите, пожалуйста,после нашего чата продавцу, что Вы подали заявку на компенсацию и ждете его подтверждения",positive
2193, Я приложу все свои усилия для скорейшего решения Вашего вопроса,positive
2194, Хорошо я Вас понял,positive
2195," Я также, специально для Вас,  повторно направил уведомление продавцу, чтобы он незомедлительно Вам помог",positive
2196," Вы общаетесь с живым человеком Скажите, пожалуйста, у Вас еще остались вопросы по работе? Большое спасибо за обращение к нам",positive
2197, Я был рад Вам помочь,positive
2198," Если я ответил на все Ваши вопросы, нажмите, пожалуйста, на кнопку ""Завершить сессию"", чтобы оценить мою работу",positive
2199, Удачного Вам дня и хорошего настроения!   ,positive
2200,"мне не пришли деньги за отмененый заказ Заказ №: 000000 я отказался по причине ""Мне не нужен этот заказ"" но деньги не пришли поскорее он связался сегодня со мной  friend,we are ready to send you,pls close your cancel,tks и когда вернут мне деньги? прошло уже 8 дней я отменил сразу после заказа у Вас написано что средства поступят 7-10 дней уже прошло 8 какие еще 3-5 так сообщите ему чтобы он побыстрей отправил деньги у Вас осталось 2 дня большое спасибо я уже ему написал спасибо я общаюсь с ботом?  нет спасибо за помощь",positive
2201,"У нас появился новый онлайн чат Здравствуйте, меня зовут имя, чем могу Вам помочь? И Вам добрый вечер! Я проверю Ваш заказ и сразу к Вам вернусь",positive
2202," Спасибо, что подождали",positive
2203," Если Вы хотите вернуть средства продавцу, рекомендую Вам написать ему напрямую, и обговорить данную ситуацию",positive
2204," Спасибо за понимание! Скажите, пожалуйста, у Вас еще остались вопросы по работе?   ",positive
2205," Добрый вечер! Я делала заказ, время доставки закончилось и товар не отслеживался",positive
2206, Был открыт спор и деньги вернули,positive
2207, Но после заказ пришел,positive
2208," Как вернуть деньги продавцу? Заказ номер 000000 Спасибо! Я ему напишу:) Нет, это все ",positive
2209, Спасибо,positive
2210," Здравствуйте, меня зовут имя, чем я могу Вам помочь? Внимательно слушаю Вас",positive
2211," Продолжайте, пожалуйста",positive
2212, Понял Вас,positive
2213, Сейчас я Вам помогу с этим вопросом,positive
2214," Уточните, пожалуйста, номер Вашего заказа",positive
2215," Да, конечно",positive
2216," Спасибо, сейчас проверю и вернусь к Вам",positive
2217," Спасибо за ожидание, не беспокойтесь у продавца идет обновление страницы",positive
2218, На отправку Вашего товара это никак не влияет,positive
2219," Вы правильно сделали, что насторожились",positive
2220, Тогда средства автоматически вернуться к Вам обратно на карту,positive
2221, Благодарю Вас за обращение,positive
2222, Я был рад Вам помочь,positive
2223," Если я ответил на все Ваши вопросы, нажмите, пожалуйста, на кнопку ""+"" в нижнем правом углу чата и выберите ""Exit"", чтобы оценить мою работу",positive
2224, Удачного Вам дня и хорошего настроения!   ,positive
2225, Здравствуйте Я оплатил заказ,positive
2226, Ждал пока его отправят,positive
2227, А сегодня смотрю у этого продавца все товары недоступны Для заказа И что это? Секунду 000000 А если он не успеет отправить товар до конца срока Хорошо,positive
2228, Спасибо,positive
2229," Здравствуйте, меня зовут имя, чем я могу Вам помочь? Какой у Вас вопрос? Команда по спорам 6 апреля дала на ответ 3 дня",positive
2230," По правилам, ответ ожидается от обоих сторон",positive
2231," Продавец не сможет ответить, поэтому завтра спор будет закрыт и Вам вернут средства",positive
2232, Большое спасибо за обращение к нам,positive
2233, Я была рада Вам помочь,positive
2234," Если я ответила на все Ваши вопросы, нажмите, пожалуйста, на кнопку ""+"" в нижнем правом углу чата и выберите ""Exit"", чтобы оценить мою работу",positive
2235, Удачного Вам дня и хорошего настроения!   ,positive
2236,"Здравствуйте, у меня проблема с заказом 000000",positive
2237," Продавец закрыл свой магазин,но  ожидает его реш Решения Вы тут? Спасибо вам!",positive
2238," Здравствуйте, меня зовут имя, чем я могу Вам помочь? Сейчас мы с Вами во всем разберемся",positive
2239, Сейчас я Вам подскажу,positive
2240," В данной ситуации я рекомендую Вам получить Ваш заказ, но обязательно заснять видео распаковки и получить на почтовом отделении акты взвешимяия и вскрытия",positive
2241," Если товар не будет соответствовать описанию, Вы можете открыть спор и предоставить видео и акты в качестве доказательств",positive
2242, Спасибо за уточнение,positive
2243," В таком случае Вы можете открыть спор и в качестве условий указать частичный возврат, так как здесь вина лежит на логистической компании",positive
2244," В таком случае Вы можете открыть спор и в качестве условий указать частичный возврат, так как здесь вина лежит на логистической компании",positive
2245, Сейчас я Вам подскажу,positive
2246," В таком случае возврат денежных средств не гарантирован, так как заказ доставлен, и продавец вместе с логистической компанией выполнили свои обязательства",positive
2247, Сейчас я Вам подскажу,positive
2248," Минутку, пожалуйста",positive
2249," Минутку, пожалуйста",positive
2250," Спасибо, что подождали",positive
2251," В таком случае я рекомендую Вам получить заказ, акты взвешимяия и вскрытия",positive
2252," заснять видео распаковки и, открыв спор, приложить это всё в качестве доказательств",positive
2253, Спасибо,positive
2254," Скажите, пожалуйста, у Вас еще остались вопросы по работе? Большое спасибо за обращение к нам",positive
2255, Я был рад Вам помочь,positive
2256," Если я ответил на все Ваши вопросы, нажмите, пожалуйста, на кнопку ""+"" в нижнем правом углу чата и выберите ""Exit"", чтобы оценить мою работу",positive
2257, Удачного Вам дня и хорошего настроения!,positive
2258,Здравствуйте Товар пришел и не соответствует по весу Что мне сделать забрать пакет с почты или нет? Мне в почте сказали что товар повреждений и дали акт Тоесть я не получу все деньги? А если не забирать товар и отправить назад Но товара нету в пакете А если я в почте сниму на видео и предявлю акты и фото Я получу полный возврат Хорошо спасибо вам Нет всё хорошо спасибо буду надеяться решите в маю пользу,positive
2259,"А когда я смогу снова покупать на сайте  |А когда я смогу снова покупать на сайте  |купить на  Здравствуйте, меня зовут имя, чем я могу Вам помочь? Опишите, пожалуйста, ситуацию, которая у Вас возникла",positive
2260," Уточните, пожалуйста, номер заказа",positive
2261," Скажите, при оплате возникает какая либо ошибка? Пришлите скриншот ошибки, пожалуйста",positive
2262," Уважаемый клиент, информируем Вас о том, что система автоматически закрывает чат, если не следует ответа в течение 4 минут",positive
2263, Спасибо,positive
2264, Уточняю информацию для Вас,positive
2265," Пожалуйста, подождите",positive
2266, Понимаю Вас,positive
2267," Скажите, а Вы каким способом оплачивали? Уважаемый клиент, информируем Вас о том, что система автоматически закрывает чат, если не следует ответа в течение 4 минут",positive
2268, Спасибо за уточнение,positive
2269," Понимаю Ваше недовольство, я направлю информацию в соответствующий отдел, для решения Вашей проблемы в кратчайшие сроки",positive
2270," Пожалуйста, попробуйте еще раз произвести оплату после 3 - 5 рабочих дней",positive
2271, В настоящее время доступна оплата с помощью ,positive
2272,Деньги,positive
2273," Если ваш заказ не был оплачен ранее, пожалуйста, отмените его и оформите новый",positive
2274,Мы приносим извинения за доставленные неудобства,positive
2275," Минутку, пожалуйста",positive
2276," Скажите, оплату произвели картой? Минутку, пожалуйста",positive
2277, Спасибо за уточнение,positive
2278, По заказу 000000 Вам оформлен возврат денежных средств,positive
2279," Возврат осуществляется в течении 3-20 рабочих дней, на карту, с которой Вы оплачивали",positive
2280, Попробуйте данный товар оплатить с помощью  деньги,positive
2281," Я не могу отрицать возможности связанно ли это с местом доставки, но точной информации мне не предоставлено",positive
2282," Скажите, пожалуйста, у Вас еще остались вопросы по работе? Минутку, пожалуйста",positive
2283, На данный момент проблемы с оплатой,positive
2284," Если бы была бы проблема с доставкой либо еще с чем либо, Вы бы не смогли даже оформить заказ",positive
2285, На данный момент проблемы с оплатой,positive
2286, Так на странице товара Вы можете связаться с продавцом и задать ему свои вопросы,positive
2287, Мне очень жаль но у нас такой возможности не предоставлено,positive
2288," По поводу проблем с оплатой я передал информацию в компетентный отдел, наши специалисты разберутся в данной ситуации",positive
2289," Скажите, пожалуйста, у Вас еще остались вопросы по работе? Да конечно я подожду",positive
2290," Уважаемый клиент, информируем Вас о том, что система автоматически закрывает чат, если не следует ответа в течение 4 минут",positive
2291," Минутку, пожалуйста",positive
2292, Ожидаю,positive
2293," На данный момент я Вам рекомендую воспользоваться "" деньги"" Попробуйте повторить Ваш платеж через 3-5 рабочих дней",positive
2294, Я передал информацию специалистам у них стандартные сроки 3-5 рабочих дней,positive
2295, Да я получаю Ваши сообщения,positive
2296, Данную информацию я тоже передам специалистам во внутренний отдел,positive
2297,  Ответ Вы получите на электронную почту привязанную к аккаунту в течении нескольких дней,positive
2298," К Вашему аккаунту, с которого Вы обращаетесь",positive
2299, Совершенно верно,positive
2300," Скажите, пожалуйста, у Вас еще остались вопросы по работе? Я внимательно Вас слушаю, Я являюсь гражданином Российской Федерации, и нахожусь на территории РФ",positive
2301, Нет,positive
2302," Есть подразделение службы поддержки на территории России, где работают китайские агенты",positive
2303, Может у Вас есть еще вопросы по работе сайта? Большое спасибо за обращение к нам,positive
2304, Я был рад Вам помочь,positive
2305," Если я ответил на все Ваши вопросы, нажмите, пожалуйста, на кнопку ""Завершить сессию"", чтобы оценить мою работу",positive
2306, Удачного Вам дня и хорошего настроения!  ,positive
2307,"А когда я смогу снова покупать на сайте ? У меня сейчас платежи не проходят! сейчас уже не помню, любые заказы не могу оплатить! да, ошибка безопасности какая-то Заказ №: 000000 вот этот товар я уже три раза немогу купить это может быть связано с адресом доставки? безналичным способом) картой ",positive
2308,"2148 только, что уже попробовал оплатить другой товар и оплата прошла! а товар по номеру заказа: 000000, один раз деньги списали,но заказ закрыли уже три раза после этот же товар уже немогу оплатить вот  Заказ №: 000000 (это один и тотже товар, только разные заказы)! да, картой вот, этот товар я для пробы оплатил минут 10 назад и всё успешло прошло Заказ №: 000000 вот страничка товара с которым у меня проблема с оплатой это да, но теперь этот же товар я немогу оплатить, вот Заказ №: 000000 может это связано с местом доставки? или из-за того, что карта 148 не была добавлена в ? а если с помощью другой карты ",positive
2309," потому, что именно с этим продавцом проблемы с оплатой! у остальных проблем по оплате нет! А ещё можете проверить мой аккаунт на и на , у меня там всё в порядке??? Все ли данные по безопастности присутствуют? ок Давайте я сейчас попробую опять купить товар Нет, опять не получилось! Заказ №: 000000 Сейчас скиншот пришлю! Вот и так уже в третий раз! И только у этого продавца, у других всё ок! Не вмжу в этом смысла, так как  Заказ №: 000000, у меня прошел при оплате картой ",positive
2310,"2148 Вот ошибка  по Заказ №: 000000  Скриншот виден? Ок, тогда добавьте в заявку специалистам, что выдаёт ошибку  А куда придёт ответ? К какому аккаунту или ?? ок, спасибо Можно ещё один вопрос? А вы Русский?))) Ого, круто) это получается все операторы русские? Вот с ними-то будут проблемы с общением по поводу проблем с )  имя!, всё, больше нет! ок, поставлю всё по имяуму)))",positive
2311,"Как удалить заказ Здравствуйте, меня зовут имя, чем я могу Вам помочь? Пожалуйста, пришлите скриншот со списком Ваших заказов",positive
2312," Скажите, у Вас получилось сделать скриншот? Уважаемый клиент, информируем Вас о том, что система автоматически закрывает чат, если не следует ответа в течение 4-х минут",positive
2313, Спасибо за скриншот,positive
2314, Минутку,positive
2315, Спасибо за ожидание,positive
2316, Не переживайте,positive
2317," Данный заказ находится в статусе ""Обработка платежа"", именно по этому Вы не можете его удалить",positive
2318," Хочу уточнить для Вас, что по истечению 15 дней с момента подтверждения заказа статус изменить на ""Закрыт"" и Вы сможете удалить его",positive
2319, Статус данного заказа измениться автоматически,positive
2320," Не волнуйтесь, это не ошибка",positive
2321," Это означает, что система производит перевод средств",positive
2322," Скажите, пожалуйста, Вы получили ответ на интересующий Вас вопрос? Большое спасибо за обращение к нам",positive
2323, Я был рад Вам помочь,positive
2324," Если я ответил на все Ваши вопросы, нажмите, пожалуйста, на кнопку ""Завершить сессию"", чтобы оценить мою работу",positive
2325, Удачного Вам дня и хорошего настроения!  ,positive
2326," Доброе утро! Не могу удалить у себя в профиле заказ, который получен, написан отзыв на него",positive
2327," Отсутствует ярлык ""корзина""",positive
2328, Помогите,positive
2329," Доброе утро! Не могу удалить у себя в профиле заказ, который получен, написан отзыв на него",positive
2330," Отсутствует ярлык ""корзина""",positive
2331, Помогите,positive
2332," Заказ №: 000000 У Вас есть возможность удалить этот заказ из моего списка? То есть это какая-то ошибка, ведь я этот товар не покупал повторно верно? Понятно",positive
2333," Будем ждать! Спасибо за консультацию! Да, благодарен Вам! Спасибо! И Вам хорошего дня и адекватных людей со своими обращениями!",positive
2334," Здравствуйте, меня зовут имя, чем я могу Вам помочь? Я понимаю Ваш вопрос, поэтому сделаю все возможное, чтобы Вам помочь",positive
2335," Уточните, пожалуйста, номер Вашего заказа",positive
2336, Сейчас мы с Вами во всем разберемся,positive
2337," Спасибо за информацию, я ознакомился с ней ранее",positive
2338," Вы не могли бы предоставить номер Вашего заказа? Прошу Вас не беспокоиться, сейчас мы с Вами во всем разберемся",positive
2339," Прошу прощения, но нет",positive
2340, Нам нужен номер Вашего заказа,positive
2341, Вы можете найти его проследовав к себе в мои заказы,positive
2342," Так же Вы можете прислать скриншот Вашего товара, чтобы я смог увидеть номер Вашего заказа",positive
2343," Если у Вас не получиться, возможно Вы помните примерную дату оформления товара? Большое спасибо",positive
2344," Я сейчас уточню информацию, подождите, пожалуйста",positive
2345," Я еще уточняю информацию по Вашему вопросу, подождите, пожалуйста",positive
2346," Спасибо, что подождали",positive
2347," В данном случае, решить проблему с продавцом",positive
2348," Я немедленно отправлю ему уведомление, чтобы он в кротчайшие сроки вышел к Вам на связь, и Вы смогли решить данный вопрос",positive
2349, Полностью поддерживаю Вас в данной ситуации,positive
2350, Мы обязательно решим данный вопрос,positive
2351," Вы не можете открыть спор по причине того, что срок защиты покупателя Вышел",positive
2352," Сейчас я проверю для Вас информацию, прошу Вас не переживать",positive
2353," Я понимаю Ваш вопрос, поэтому сделаю все возможное, чтобы Вам помочь",positive
2354," В данном случае , так как сроки доставки Вышли, то мы компенсируем Вашу сумму",positive
2355," Поэтому я соберу всю необходимую информацию, и направлю во внутренний отдел",positive
2356, Прошу Вас не выходить из чата,positive
2357," Спасибо, за Ваше терпение",positive
2358," Я соберу всю необходимую информацию, и направлю на рассмотрение Вашей заявки на компенсацию",positive
2359," Чтобы узнать Ваш статус заявки, Вы всегда можете обратится к нам за повторной консультации",positive
2360," Скажите, пожалуйста, Вы получили ответ на интересующий Вас вопрос? Большое спасибо за обращение к нам",positive
2361, Я был рад Вам помочь,positive
2362," Если я ответил на все Ваши вопросы, нажмите, пожалуйста, на кнопку ""+"" в нижнем правом углу чата и выберите ""Exit"", чтобы оценить мою работу",positive
2363, Удачного Вам дня и хорошего настроения!   ,positive
2364,"Здраствуйте имя, я не получил свой заказ Спор открыть не могу  Вот скрин И что мне делать, я даже не могу вернуть деньги Номер отслежимяия? 000000 вот номер А почему я не могу на таваое открыть спор? И продавец убрал этот товар И возможно что я не смогу вернуть деньги? Или товар Спасибо за понимание, завтра отпишусь Хорошо Да, спасибо",positive
2365, Будут вопросы напишу,positive
2366," Здравствуйте, меня зовут имя, чем я могу Вам помочь? Я проверю Ваш заказ и сразу к Вам вернусь",positive
2367,"Подождите, пожалуйста",positive
2368, Спасибо за ожидание,positive
2369,"По Вашему заказу Вам была одобрена заявка на компенсацию средств в размере ед 0,57 денежные средства должны вернутся Вам на  кошелек в срок 3-5 рабочих дней обратите, пожалуйста, внимание на то что Выходные дни в расчетные дни не входят, если денежные средства не придут вам в срок обратитесь к нам снова",positive
2370,Я не согласен с результатами по заявке на возврат,positive
2371, Что делать Здравствуйте! Меня зовут имя,positive
2372,"Чем я могу Вам помочь? Продолжайте, пожалуйста",positive
2373, Спасибо за информацию,positive
2374, Сейчас уточню,positive
2375," Спасибо за уточнение, сейчас проверю",positive
2376," Спасибо, что подождали",positive
2377, Я уточнила информацию,positive
2378," Не переживайте, пожалуйста, команда Вас всего лишь попросила предоставить доказательства в спор и дала Вам на это 6 дней от 2 апреля 2017 года",positive
2379," Вы предоставили доказательства, теперь подождите, пожалуйста, ответа от команды после рассмотрения Ваших доказательств",positive
2380, Сейчас проверю,positive
2381," Да, ВЫ предоставили доказательства в спор, которые просила команда",positive
2382," Если потребуются еще какие либо доказательства, команда Вам напишет об этом по истечению этих 6 дней",positive
2383, Они просили предоставить фото с упаковкой где будет видно трек-номер и затем отклеив слой Фото на котором будет видно вес упаковки и трек-номер,positive
2384," НЕ переживайте, пожалуйста, если команде потребуются еще доказательства они Вас попросят предоставить их",positive
2385," Да, трек-номер видно четко",positive
2386," Вероятнее всего, чтобы убедится, что на втором слое указана информация другая",positive
2387," Подождите, пожалуйста, ответа от команды в споре",positive
2388, Команда всегда предоставляет решения и Вы можете согласится или отказаться от них,positive
2389," Если Вы не будете согласны с решением, Вы можете отказаться от решения и предоставить снова доказательства и вынести свое решение",positive
